reaction_id	reaction_name	stoichiometric_equation	reversible	compartment	pathway_branch	assignment_type	gene_reaction_rule	best_gene	best_locus	enzyme_family	EC_number	KEGG_ID	BioCyc_ID	transcript_log2FC_AD	transcript_padj_AD	proteomics_status	omics_support	biopax_source	balance_status	notes
rxn05054_c0	adenosylcobyric acid:(R)-1-aminopropan-2-ol ligase (ADP-forming)	cpd00002_c0 + cpd02039_c0 + cpd03917_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03918_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	6.3.1.10	R07302	META:6.3.1.10-RXN				no_support		balanced	
rxn05059_c0	dCTP aminohydrolase (dUMP-forming)	2.0 cpd00001_c0 + cpd00356_c0 --> cpd00012_c0 + cpd00013_c0 + cpd00067_c0 + cpd00299_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	3.5.4.30	R07307	META:3.5.4.30-RXN				no_support		balanced	
rxn05066_c0	7alpha,12alpha-dihydroxy-3-oxochol-4-enoate hydro-lyase	cpd11234_c0 --> cpd00001_c0 + cpd11235_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	4.2.1.106	R07318	rxn05066				no_support		balanced	
rxn05087_c0	5,6,7,8-tetrahydropteridine:NAD+ oxidoreductase	cpd00003_c0 + cpd03361_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd03360_c0	True	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1115054_1114410	contig_1_1115054_1114410	contig_1_1115054_1114410	contig_locus_assignment	1.5.1.34	R07354	rxn05087				no_support		balanced	
rxn05088_c0	5,6,7,8-tetrahydropteridine:NADP+ oxidoreductase	cpd00006_c0 + cpd03361_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd03360_c0	True	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1115054_1114410	contig_1_1115054_1114410	contig_1_1115054_1114410	contig_locus_assignment	1.5.1.34	R07355	rxn05088				no_support		balanced	
rxn05108_c0	R07396	cpd00023_c0 + cpd00869_c0 --> cpd00024_c0 + cpd00060_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2588718_2589905 or contig_1_2684744_2685931	contig_1_2588718_2589905	contig_1_2588718_2589905	contig_locus_assignment	2.6.1.1; 2.6.1.57; 2.6.1.27	R07396	META:RXN-14147				no_support		balanced	
rxn05114_c0	5-amino-1-(5-phospho-D-ribosyl)imidazole:carbon-dioxide ligase (ADP-forming)	cpd00002_c0 + cpd00242_c0 + cpd02140_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd11310_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	6.3.4.18	R07404	META:RXN0-742				no_support		balanced	
rxn05115_c0	5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole carboxymutase	cpd11310_c0 <-- cpd02893_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	5.4.99.18	R07405	META:RXN0-743				no_support		balanced	
rxn05118_c0	R07408	cpd00434_c0 <=> cpd00001_c0 + cpd11311_c0	True	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	2.6.1.82	R07408	META:RXN-6423				no_support		balanced	
rxn05123_c0	glutamate putrescine ligase	cpd00002_c0 + cpd00023_c0 + cpd00118_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd11340_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3692831_3691533	contig_1_3692831_3691533	contig_1_3692831_3691533	contig_locus_assignment	6.3.1.11	R07414	META:RXN0-3901				no_support		balanced	
rxn05125_c0	N-Methylanthranilate:CoA ligase (AMP-forming)	cpd00002_c0 + cpd00010_c0 + cpd01928_c0 --> cpd00012_c0 + cpd00018_c0 + cpd08876_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	6.2.1.32	R07416	META:RXN-9504				no_support		balanced	
rxn05128_c0	4-(Glutamylamino)butanoate amidohydrolase	cpd00001_c0 + cpd11408_c0 <=> cpd00023_c0 + cpd00281_c0	True	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	3.5.1.94	R07419	META:RXN0-3942				no_support		balanced	
rxn05142_c0	sinapoyl aldehyde:NAD oxidoreductase	cpd00001_c0 + cpd00003_c0 + cpd03333_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd00373_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3991368_3992765	contig_1_3991368_3992765	contig_1_3991368_3992765	contig_locus_assignment	1.2.1.68	R07441	rxn05142				no_support		balanced	
rxn05143_c0	sinapoyl aldehyde:NADP oxidoreductase	cpd00001_c0 + cpd00006_c0 + cpd03333_c0 <=> cpd00005_c0 + 2.0 cpd00067_c0 + cpd00373_c0	True	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3991368_3992765	contig_1_3991368_3992765	contig_1_3991368_3992765	contig_locus_assignment	1.2.1.68	R07442	META:RXN-8014				no_support		balanced	
rxn05145_c0	phosphate-transporting ATPase	cpd00001_c0 + cpd00002_c0 + cpd00009_e0 --> cpd00008_c0 + 2.0 cpd00009_c0 + cpd00067_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2585093_2584098 or contig_1_3238414_3237608	contig_1_2585093_2584098	contig_1_2585093_2584098	contig_locus_assignment	7.3.2.1; 3.6.3.27		META:ABC-27-RXN				no_support		balanced	
rxn05146_c0	ATP phosphohydrolase (polar-amino-acid-importing)	cpd00001_c0 + cpd00002_c0 + cpd00023_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00023_c0 + cpd00067_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_locus_assignment			META:ABC-13-RXN				no_support		balanced	
rxn05147_c0	D-Glucose-ABC transport	cpd00001_c0 + cpd00002_c0 + cpd00027_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00027_c0 + cpd00067_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1191502_1190480 or contig_1_2639090_2637594	contig_1_1191502_1190480	contig_1_1191502_1190480	contig_locus_assignment			META:TRANS-RXN-320				no_support		balanced	
rxn05148_c0	Heme transport via ABC system	cpd00001_c0 + cpd00002_c0 + cpd00028_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00028_c0 + cpd00067_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3150844_3152349 or contig_1_3979800_3977845 or contig_1_4315129_4313375	contig_1_3150844_3152349	contig_1_3150844_3152349	contig_locus_assignment			rxn05148				no_support		balanced	
rxn05149_c0	ABC-type manganese permease complex	cpd00001_c0 + cpd00002_c0 + cpd00030_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00030_c0 + cpd00067_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_957833_956832	contig_1_957833_956832	contig_1_957833_956832	contig_locus_assignment	7.3.2.5; 3.6.3.29; 3.6.3.35		rxn05149				no_support		balanced	
rxn05150_c0	zinc transport via ABC system	cpd00001_c0 + cpd00002_c0 + cpd00034_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00034_c0 + cpd00067_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2497446_2495722 or contig_1_2600379_2597974 or contig_1_3277898_3275655 or contig_1_3849349_3847445	contig_1_2497446_2495722	contig_1_2497446_2495722	contig_locus_assignment			META:ABC-63-RXN				no_support		balanced	
rxn05151_c0	ATP phosphohydrolase (polar-amino-acid-importing)	cpd00001_c0 + cpd00002_c0 + cpd00039_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00039_c0 + cpd00067_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_locus_assignment			META:ABC-3-RXN				no_support		balanced	
rxn05152_c0	ATP phosphohydrolase (polar-amino-acid-importing)	cpd00001_c0 + cpd00002_c0 + cpd00041_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00041_c0 + cpd00067_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1118558_1117839	contig_1_1118558_1117839	contig_1_1118558_1117839	contig_locus_assignment			META:TRANS-RXN0-222				no_support		balanced	
rxn05153_c0	sulfate-transporting ATPase	cpd00001_c0 + cpd00002_c0 + cpd00048_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00048_c0 + cpd00067_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1191502_1190480 or contig_1_1193193_1192465 or contig_1_1194327_1193410	contig_1_1191502_1190480	contig_1_1191502_1190480	contig_locus_assignment			META:3.6.3.25-RXN; META:ABC-70-RXN				no_support		balanced	
rxn05154_c0	ATP phosphohydrolase (polar-amino-acid-importing)	cpd00001_c0 + cpd00002_c0 + cpd00051_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00051_c0 + cpd00067_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_locus_assignment			META:ABC-4-RXN				no_support		balanced	
rxn05155_c0	ATP phosphohydrolase (polar-amino-acid-importing)	cpd00001_c0 + cpd00002_c0 + cpd00053_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00053_c0 + cpd00067_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_locus_assignment			META:ABC-12-RXN				no_support		balanced	
rxn05156_c0	ornithine transport via ABC system	cpd00001_c0 + cpd00002_c0 + cpd00064_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00064_c0 + cpd00067_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1118558_1117839	contig_1_1118558_1117839	contig_1_1118558_1117839	contig_locus_assignment			META:ABC-37-RXN				no_support		balanced	
rxn05160_c0	monosaccharide-transporting ATPase	cpd00001_c0 + cpd00002_c0 + cpd00105_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00105_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2639090_2637594	contig_1_2639090_2637594	contig_1_2639090_2637594	contig_locus_assignment			META:ABC-28-RXN				no_support		balanced	
rxn05162_c0	D-galactose transport via ABC system	cpd00001_c0 + cpd00002_c0 + cpd00108_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00108_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2639090_2637594	contig_1_2639090_2637594	contig_1_2639090_2637594	contig_locus_assignment			META:ABC-18-RXN				no_support		balanced	
rxn05163_c0	putrescine transport via ABC system	cpd00001_c0 + cpd00002_c0 + cpd00118_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00118_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3689610_3688510	contig_1_3689610_3688510	contig_1_3689610_3688510	contig_locus_assignment			META:ABC-25-RXN				no_support		balanced	
rxn05164_c0	ATP phosphohydrolase (polar-amino-acid-importing)	cpd00001_c0 + cpd00002_c0 + cpd00119_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00119_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_locus_assignment			META:ABC-14-RXN				no_support		balanced	
rxn05165_c0	nonpolar-amino-acid-transporting ATPase	cpd00001_c0 + cpd00002_c0 + cpd00129_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00129_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_locus_assignment			META:ABC-26-RXN				no_support		balanced	
rxn05166_c0	RXNBWI-115367.ce	cpd00001_c0 + cpd00002_c0 + cpd00149_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00149_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2497446_2495722 or contig_1_2600379_2597974 or contig_1_3277898_3275655 or contig_1_4315129_4313375	contig_1_2497446_2495722	contig_1_2497446_2495722	contig_locus_assignment			rxn05166				no_support		balanced	
rxn05167_c0	D-xylose transport via ABC system	cpd00001_c0 + cpd00002_c0 + cpd00154_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00154_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1191499_1190438 or contig_1_2639090_2637594	contig_1_1191499_1190438	contig_1_1191499_1190438	contig_locus_assignment			rxn05167				no_support		balanced	
rxn05168_c0	nonpolar-amino-acid-transporting ATPase	cpd00001_c0 + cpd00002_c0 + cpd00156_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00156_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_locus_assignment			META:ABC-36-RXN				no_support		balanced	
rxn05169_c0	ATP phosphohydrolase (polar-amino-acid-importing)	cpd00001_c0 + cpd00002_c0 + cpd00161_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00161_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_1_1118555_1117839	contig_locus_assignment			rxn05169				no_support		balanced	
rxn05170_c0	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3609_CPD-3609	cpd00001_c0 + cpd00002_c0 + cpd00179_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00179_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1191502_1190480 or contig_1_3689577_3688504 or contig_1_4304853_4303810	contig_1_1191502_1190480	contig_1_1191502_1190480	contig_locus_assignment		R03460	META:3.6.3.19-RXN; META:ABC-16-RXN				no_support		balanced	
rxn05171_c0	nitrate-transporting ATPase	cpd00001_c0 + cpd00002_c0 + cpd00209_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00209_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_4215252_4217729	contig_1_4215252_4217729	contig_1_4215252_4217729	contig_locus_assignment			META:3.6.3.26-RXN				no_support		balanced	
rxn05173_c0	L-arabinose transport via ABC system	cpd00001_c0 + cpd00002_c0 + cpd00224_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00224_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2639090_2637594	contig_1_2639090_2637594	contig_1_2639090_2637594	contig_locus_assignment			rxn05173				no_support		balanced	
rxn05174_c0	nickel transport via ABC system	cpd00001_c0 + cpd00002_c0 + cpd00244_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00244_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2497446_2495722 or contig_1_2600379_2597974 or contig_1_3150766_3152337 or contig_1_3277898_3275655 or contig_1_4315129_4313375	contig_1_2497446_2495722	contig_1_2497446_2495722	contig_locus_assignment			rxn05174				no_support		balanced	
rxn05175_c0	spermidine transport via ABC system	cpd00001_c0 + cpd00002_c0 + cpd00264_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00264_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3689640_3688615	contig_1_3689640_3688615	contig_1_3689640_3688615	contig_locus_assignment			META:ABC-24-RXN				no_support		balanced	
rxn05176_c0	thiosulfate transport via ABC system	cpd00001_c0 + cpd00002_c0 + cpd00268_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00268_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1193193_1192465 or contig_1_1194327_1193410	contig_1_1193193_1192465	contig_1_1193193_1192465	contig_locus_assignment			META:ABC-7-RXN				no_support		balanced	
rxn05187_c0	Vitamin ABC transport	cpd00001_c0 + cpd00002_c0 + cpd03424_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03424_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_4027786_4026737	contig_1_4027786_4026737	contig_1_4027786_4026737	contig_locus_assignment			rxn05187				no_support		balanced	
rxn05195_c0	ATP phosphohydrolase (ferric-ion-transporting)	cpd00001_c0 + cpd00002_c0 + cpd10516_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd10516_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2803175_2804482 or contig_1_2855120_2856199 or contig_1_3025528_3023765 or contig_1_3277919_3275655 or contig_1_3689610_3688510 or contig_1_4304853_4303810 or contig_1_4306373_4304877 or contig_1_4315129_4313375 or contig_1_4636873_4634912	contig_1_2803175_2804482	contig_1_2803175_2804482	contig_locus_assignment			META:3.6.3.30-RXN				no_support		balanced	
rxn05197_c0	Uracil permease	cpd00067_e0 + cpd00092_e0 <=> cpd00067_c0 + cpd00092_c0	True	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1925649_1924471	contig_1_1925649_1924471	contig_1_1925649_1924471	contig_locus_assignment			META:TRANS-RXN-132				no_support		balanced	
rxn05198_c0	Transport of cytidine, extracellular	cpd00067_e0 + cpd00367_e0 --> cpd00067_c0 + cpd00367_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2639096_2637666	contig_1_2639096_2637666	contig_1_2639096_2637666	contig_locus_assignment			META:TRANS-RXN-108B				no_support		balanced	
rxn05202_c0	TRANS-RXN-206.ce	cpd00067_e0 + cpd00309_e0 <-- cpd00067_c0 + cpd00309_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3720893_3719556	contig_1_3720893_3719556	contig_1_3720893_3719556	contig_locus_assignment			META:RXN-5076; META:TRANS-RXN-206				no_support		balanced	
rxn05204_c0	TRANS-RXNBWI-115572.ce.maizeexp.GUANOSINE_GUANOSINE	cpd00067_e0 + cpd00311_e0 <=> cpd00067_c0 + cpd00311_c0	True	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2653263_2652223 or contig_1_3924910_3923666	contig_1_2653263_2652223	contig_1_2653263_2652223	contig_locus_assignment			rxn05204				no_support		balanced	
rxn05210_c0	phosphate Na+ symporter	cpd00009_e0 + 2.0 cpd00971_e0 --> cpd00009_c0 + 2.0 cpd00971_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1127904_1129280 or contig_1_1260510_1262063 or contig_1_383374_382064	contig_1_1127904_1129280	contig_1_1127904_1129280	contig_locus_assignment			rxn05210				no_support		balanced	
rxn05215_c0	Alanine-Sodium symporter	cpd00035_e0 + cpd00971_e0 <-- cpd00035_c0 + cpd00971_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1255660_1257060 or contig_1_1801384_1800095 or contig_1_4209407_4208052	contig_1_1255660_1257060	contig_1_1255660_1257060	contig_locus_assignment			META:TRANS-RXN-125				no_support		balanced	
rxn05216_c0	Na+ Glutamine symporter	cpd00053_e0 + cpd00971_e0 <-- cpd00053_c0 + cpd00971_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1260510_1262063 or contig_1_4209407_4208052	contig_1_1260510_1262063	contig_1_1260510_1262063	contig_locus_assignment			rxn05216				no_support		balanced	
rxn05217_c0	TRANS-RXNBWI-115637.ce.maizeexp.L-ASPARTATE_L-ASPARTATE	cpd00041_e0 + cpd00067_e0 <=> cpd00041_c0 + cpd00067_c0	True	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1243882_1242182 or contig_1_1729367_1730575 or contig_1_3005697_3006839 or contig_1_383374_382064 or contig_1_4133883_4132777 or contig_2_151374_152861	contig_1_1243882_1242182	contig_1_1243882_1242182	contig_locus_assignment			rxn05217				no_support		balanced	
rxn05221_c0	Na+/Proline-L symporter	cpd00129_e0 + cpd00971_e0 --> cpd00129_c0 + cpd00971_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1756769_1755372 or contig_1_2117466_2120864 or contig_1_3230663_3228729 or contig_1_4931629_4933104	contig_1_1756769_1755372	contig_1_1756769_1755372	contig_locus_assignment			META:TRANS-RXN-118				no_support		balanced	
rxn05229_c0	NCAIR synthetase and NCAIR mutase	cpd00002_c0 + cpd00242_c0 + cpd02140_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02893_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	6.3.4.18		rxn05229				no_support		balanced	
rxn05231_c0	2'-Deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase	cpd00008_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00177_c0 + cpd11420_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2696166_2698451 and contig_1_2698516_2699643	contig_1_2696166_2698451	contig_1_2696166_2698451	contig_locus_assignment	1.17.4.1	R02017	META:ADPREDUCT-RXN				no_support		balanced	
rxn05233_c0	2'-Deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase	cpd00031_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00295_c0 + cpd11420_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2696166_2698451 and contig_1_2698516_2699643	contig_1_2696166_2698451	contig_1_2696166_2698451	contig_locus_assignment	1.17.4.1	R02019	META:GDPREDUCT-RXN				no_support		balanced	
rxn05237_c0	ATP phosphohydrolase (polar-amino-acid-importing)	cpd00001_c0 + cpd00002_c0 + cpd00084_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00084_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1039087_1040928 or contig_1_1118558_1117839 or contig_1_4251787_4249826	contig_1_1039087_1040928	contig_1_1039087_1040928	contig_locus_assignment			META:TRANS-RXN-265				no_support		balanced	
rxn05239_c0	adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)	cpd00044_c0 + cpd11421_c0 --> cpd00045_c0 + cpd00067_c0 + cpd00081_c0 + cpd11420_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1095717_1096430	contig_1_1095717_1096430	contig_1_1095717_1096430	contig_locus_assignment	1.8.4.8	R02021	META:1.8.4.8-RXN				no_support		balanced	
rxn05240_c0	L-leucine transport in via sodium symport	cpd00107_e0 + cpd00971_e0 --> cpd00107_c0 + cpd00971_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_4806404_4805139	contig_1_4806404_4805139	contig_1_4806404_4805139	contig_locus_assignment			META:TRANS-RXN-126B				no_support		balanced	
rxn05241_c0	L-isoleucine transport in via sodium symport	cpd00322_e0 + cpd00971_e0 --> cpd00322_c0 + cpd00971_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_4093172_4091814	contig_1_4093172_4091814	contig_1_4093172_4091814	contig_locus_assignment			META:TRANS-RXN-126				no_support		balanced	
rxn05242_c0	L-valine transport in via sodium symport	cpd00156_e0 + cpd00971_e0 <-- cpd00156_c0 + cpd00971_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_4093172_4091814	contig_1_4093172_4091814	contig_1_4093172_4091814	contig_locus_assignment			META:TRANS-RXN-126A				no_support		balanced	
rxn05243_c0	TRANS-RXNBWI-115637.ce.maizeexp.LEU_LEU	cpd00067_e0 + cpd00107_e0 --> cpd00067_c0 + cpd00107_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_4806404_4805139	contig_1_4806404_4805139	contig_1_4806404_4805139	contig_locus_assignment			rxn05243				no_support		balanced	
rxn05244_c0	TRANS-RXNBWI-115637.ce.maizeexp.ILE_ILE	cpd00067_e0 + cpd00322_e0 <-- cpd00067_c0 + cpd00322_c0	False	c0,e0	generic_metabolism	KNOWN_LC6_GENE	contig_1_4093172_4091814	contig_1_4093172_4091814	contig_1_4093172_4091814	contig_locus_assignment			rxn05244				no_support		balanced	
rxn05247_c0	FACOAL140(ISO)	cpd00002_c0 + cpd00010_c0 + cpd11430_c0 --> cpd00012_c0 + cpd00018_c0 + cpd11435_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2371188_2372846	contig_1_2371188_2372846	contig_1_2371188_2372846	contig_locus_assignment	6.2.1.3		rxn05247				no_support		balanced	
rxn05248_c0	FACOAL150(anteiso)	cpd00002_c0 + cpd00010_c0 + cpd11438_c0 --> cpd00012_c0 + cpd00018_c0 + cpd11439_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2371188_2372846	contig_1_2371188_2372846	contig_1_2371188_2372846	contig_locus_assignment	6.2.1.3		rxn05248				no_support		balanced	
rxn05249_c0	FACOAL150(ISO)	cpd00002_c0 + cpd00010_c0 + cpd11436_c0 --> cpd00012_c0 + cpd00018_c0 + cpd11437_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2371188_2372846	contig_1_2371188_2372846	contig_1_2371188_2372846	contig_locus_assignment	6.2.1.3		rxn05249				no_support		balanced	
rxn05250_c0	FACOAL160(ISO)	cpd00002_c0 + cpd00010_c0 + cpd11440_c0 --> cpd00012_c0 + cpd00018_c0 + cpd11441_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2371188_2372846	contig_1_2371188_2372846	contig_1_2371188_2372846	contig_locus_assignment	6.2.1.3		rxn05250				no_support		balanced	
rxn05251_c0	FACOAL170(anteiso)	cpd00002_c0 + cpd00010_c0 + cpd11433_c0 --> cpd00012_c0 + cpd00018_c0 + cpd11434_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2371188_2372846	contig_1_2371188_2372846	contig_1_2371188_2372846	contig_locus_assignment	6.2.1.3		rxn05251				no_support		balanced	
rxn05252_c0	FACOAL170(ISO)	cpd00002_c0 + cpd00010_c0 + cpd11431_c0 --> cpd00012_c0 + cpd00018_c0 + cpd11432_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2371188_2372846	contig_1_2371188_2372846	contig_1_2371188_2372846	contig_locus_assignment	6.2.1.3		rxn05252				no_support		balanced	
rxn05256_c0	AMP,sulfite:thioredoxin-disulfide oxidoreductase(adenosine-5'-phosphosulfate-forming)	cpd00193_c0 + cpd11421_c0 --> cpd00018_c0 + cpd00067_c0 + cpd00081_c0 + cpd11420_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	1.8.4.10	R07176	META:RXN-12019				no_support		balanced	
rxn05275_c0	b-ketoacyl synthetase (Iso-C17:0)	12.0 cpd00005_c0 + 17.0 cpd00067_c0 + 6.0 cpd00070_c0 + cpd01882_c0 --> 5.0 cpd00001_c0 + 12.0 cpd00006_c0 + 7.0 cpd00010_c0 + 6.0 cpd00011_c0 + cpd11431_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN			rxn05275				no_support		balanced	
