reaction_id	reaction_name	stoichiometric_equation	reversible	compartment	pathway_branch	assignment_type	gene_reaction_rule	best_gene	best_locus	enzyme_family	EC_number	KEGG_ID	BioCyc_ID	transcript_log2FC_AD	transcript_padj_AD	proteomics_status	omics_support	biopax_source	balance_status	notes
rxn00394_c0	L-Arginine amidinohydrolase	cpd00001_c0 + cpd00051_c0 --> cpd00064_c0 + cpd00073_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	3.5.3.1	R00551	META:ARGINASE-RXN				no_support		balanced	
rxn00399_c0	L-Arginine,NADPH:oxygen oxidoreductase (nitric-oxide-forming)	cpd00005_c0 + 3.0 cpd00007_c0 + 2.0 cpd00051_c0 --> 2.0 cpd00001_c0 + cpd00006_c0 + cpd00067_c0 + 2.0 cpd00274_c0 + 2.0 cpd00418_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_4522257_4521652	contig_1_4522257_4521652	contig_1_4522257_4521652	contig_locus_assignment	1.14.13.39		rxn00399				no_support		balanced	
rxn00400_c0	L-Arginine,NADPH:oxygen oxidoreductase (N-(omega)-hydroxyarginine-forming)	cpd00005_c0 + cpd00007_c0 + cpd00051_c0 + cpd00067_c0 --> cpd00001_c0 + cpd00006_c0 + cpd03527_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_4522257_4521652	contig_1_4522257_4521652	contig_1_4522257_4521652	contig_locus_assignment	1.14.13.39		rxn00400				no_support		balanced	
rxn00401_c0	L-Arginine:oxygen 2-oxidoreductase (decarboxylating)	cpd00007_c0 + cpd00051_c0 --> cpd00001_c0 + cpd00011_c0 + cpd01973_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3087915_3086011	contig_1_3087915_3086011	contig_1_3087915_3086011	contig_locus_assignment	1.13.12.1	R00559	META:ARGININE-2-MONOOXYGENASE-RXN				no_support		balanced	
rxn00405_c0	L-arginine carboxy-lyase (agmatine-forming)	cpd00051_c0 + cpd00067_c0 --> cpd00011_c0 + cpd00152_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3087915_3086011 or contig_1_4720691_4722535	contig_1_3087915_3086011	contig_1_3087915_3086011	contig_locus_assignment	4.1.1.19	R00566	META:ARGDECARBOX-RXN				no_support		balanced	
rxn00407_c0	CTP aminohydrolase	cpd00001_c0 + cpd00052_c0 + cpd00067_c0 --> cpd00013_c0 + cpd00062_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2191554_2192132	contig_1_2191554_2192132	contig_1_2191554_2192132	contig_locus_assignment	3.5.4.13	R00568	META:RXN-14118				no_support		balanced	
rxn00408_c0	CTP phosphohydrolase	cpd00001_c0 + cpd00052_c0 --> cpd00009_c0 + cpd00067_c0 + cpd00096_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	3.6.1.15	R00569	META:RXN-12195				no_support		balanced	
rxn00409_c0	ATP:CDP phosphotransferase	cpd00002_c0 + cpd00096_c0 <=> cpd00008_c0 + cpd00052_c0	True	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2348036_2348464	contig_1_2348036_2348464	contig_1_2348036_2348464	contig_locus_assignment	2.7.4.6	R00570	META:CDPKIN-RXN				no_support		balanced	
rxn00410_c0	UTP:ammonia ligase (ADP-forming)	cpd00002_c0 + cpd00013_c0 + cpd00062_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00052_c0 + 2.0 cpd00067_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1353834_1355468	contig_1_1353834_1355468	contig_1_1353834_1355468	contig_locus_assignment	6.3.4.2	R00571	META:RXN-14325				no_support		balanced	
rxn00412_c0	UTP:L-glutamine amido-ligase (ADP-forming)	cpd00001_c0 + cpd00002_c0 + cpd00053_c0 + cpd00062_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00023_c0 + cpd00052_c0 + 2.0 cpd00067_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1353834_1355468	contig_1_1353834_1355468	contig_1_1353834_1355468	contig_locus_assignment	6.3.4.2	R00573	META:CTPSYN-RXN				no_support		balanced	
rxn00414_c0	hydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)	cpd00001_c0 + 2.0 cpd00002_c0 + cpd00053_c0 + cpd00242_c0 --> 2.0 cpd00008_c0 + cpd00009_c0 + cpd00023_c0 + 2.0 cpd00067_c0 + cpd00146_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3906797_3903585 and contig_1_3907988_3906843	contig_1_3906797_3903585	contig_1_3906797_3903585	contig_locus_assignment	6.3.5.5; 2.7.2.9	R00575	META:CARBPSYN-RXN				no_support		balanced	
rxn00416_c0	L-aspartate:L-glutamine amido-ligase (AMP-forming)	cpd00001_c0 + cpd00002_c0 + cpd00041_c0 + cpd00053_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00023_c0 + 2.0 cpd00067_c0 + cpd00132_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	6.3.5.4	R00578	META:ASNSYNB-RXN				no_support		balanced	
rxn00417_c0	glutamine racemase	cpd00053_c0 <=> cpd00610_c0	True	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_882560_883630	contig_1_882560_883630	contig_1_882560_883630	contig_locus_assignment	5.1.1.10; 5.1.1.1	R00579	rxn00417				no_support		balanced	
rxn00420_c0	O-phospho-L-serine phosphohydrolase	cpd00001_c0 + cpd00738_c0 --> cpd00009_c0 + cpd00054_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	3.1.3.3	R00582	META:RXN0-5114				no_support		balanced	
rxn00424_c0	L-Serine:glyoxylate aminotransferase	cpd00040_c0 + cpd00054_c0 <-- cpd00033_c0 + cpd00145_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	2.6.1.45	R00588	META:SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN; META:SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN				no_support		balanced	
rxn00425_c0	serine racemase	cpd00054_c0 <=> cpd00550_c0	True	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_882560_883630	contig_1_882560_883630	contig_1_882560_883630	contig_locus_assignment	5.1.1.10; 5.1.1.1	R00589	META:5.1.1.18-RXN				no_support		balanced	
rxn00426_c0	L-Serine hydro-lyase	cpd00054_c0 <=> cpd00001_c0 + cpd01495_c0	True	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	4.3.1.17; 4.2.1.13	R00590	META:RXN-15125				no_support		balanced	
rxn00427_c0	methanol:hydrogen-peroxide oxidoreductase	cpd00025_c0 + cpd00116_c0 --> 2.0 cpd00001_c0 + cpd00055_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1148366_1149832 or contig_1_4301553_4300822	contig_1_1148366_1149832	contig_1_1148366_1149832	contig_locus_assignment	1.11.1.6; 1.11.1.21	R00602	META:RXN-14189				no_support		balanced	
rxn00429_c0	Formaldehyde:NAD+ oxidoreductase	cpd00001_c0 + cpd00003_c0 + cpd00055_c0 --> cpd00004_c0 + cpd00047_c0 + 2.0 cpd00067_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1304350_1305843 or contig_1_339394_337880 or contig_1_3685125_3683689	contig_1_1304350_1305843	contig_1_1304350_1305843	contig_locus_assignment	1.2.1.46	R00604	META:FORMALDEHYDE-DEHYDROGENASE-RXN				no_support		balanced	
rxn00436_c0	Thiamin diphosphate phosphohydrolase	cpd00001_c0 + cpd00056_c0 --> cpd00009_c0 + 2.0 cpd00067_c0 + cpd00793_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	3.6.1.15	R00615	META:RXN0-3542				no_support		balanced	
rxn00438_c0	ATP:thiamin-phosphate phosphotransferase	cpd00002_c0 + cpd00067_c0 + cpd00793_c0 --> cpd00008_c0 + cpd00056_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	2.7.4.16	R00617	META:THI-P-KIN-RXN				no_support		balanced	
rxn00441_c0	R00621	cpd00024_c0 + cpd00056_c0 + cpd00067_c0 --> cpd00011_c0 + cpd03189_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3022824_3020008	contig_1_3022824_3020008	contig_1_3022824_3020008	contig_locus_assignment	1.2.4.2	R00621	rxn00441				no_support		balanced	
rxn00442_c0	alpha-ketoglutarate decarboxylase	cpd00024_c0 + cpd00056_c0 + cpd00067_c0 <-- cpd00011_c0 + cpd03450_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3022824_3020008	contig_1_3022824_3020008	contig_1_3022824_3020008	contig_locus_assignment	4.1.1.71		rxn00442				no_support		balanced	
rxn00443_c0	L-Galactono-1,4-lactone:ferricytochrome-c oxidoreductase	2.0 cpd00109_c0 + cpd00820_c0 --> cpd00059_c0 + 3.0 cpd00067_c0 + 2.0 cpd00110_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	1.3.2.3		rxn00443				no_support		balanced	
rxn00451_c0	S-Adenosyl-L-methionine:L-methionine S-methyltransferase	cpd00017_c0 + cpd00060_c0 <=> cpd00019_c0 + cpd02027_c0	True	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3895858_3894725	contig_1_3895858_3894725	contig_1_3895858_3894725	contig_locus_assignment	2.1.1.12	R00649	META:METHIONINE-S-METHYLTRANSFERASE-RXN				no_support		balanced	
rxn00453_c0	O-acetyl-L-homoserine:methanethiol 3-amino-3-carboxypropyltransferase	cpd00324_c0 + cpd00790_c0 --> cpd00029_c0 + cpd00060_c0 + cpd00067_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3145012_3143828 or contig_1_3955621_3954356	contig_1_3145012_3143828	contig_1_3145012_3143828	contig_locus_assignment	2.5.1.49	R00651	META:O-ACETYLHOMOSERINE-THIOL-LYASE-RXN				no_support		balanced	
rxn00456_c0	L-methionine methanethiol-lyase (deaminating;2-oxobutanoate-forming)	cpd00001_c0 + cpd00060_c0 --> cpd00013_c0 + cpd00094_c0 + cpd00324_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3145003_3143837 or contig_1_3955600_3954341 or contig_1_735246_736382	contig_1_3145003_3143837	contig_1_3145003_3143837	contig_locus_assignment	4.4.1.11	R00654	META:METHIONINE-GAMMA-LYASE-RXN				no_support		balanced	
rxn00463_c0	Uridine triphosphate pyrophosphohydrolase	cpd00001_c0 + cpd00062_c0 --> cpd00012_c0 + 2.0 cpd00067_c0 + cpd00091_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_533568_533113	contig_1_533568_533113	contig_1_533568_533113	contig_locus_assignment	3.6.1.23; 3.6.1.9; 3.6.1.19	R00662	META:RXN-14139				no_support		balanced	
rxn00467_c0	L-Ornithine:2-oxo-acid aminotransferase	cpd00024_c0 + cpd00064_c0 <=> cpd00023_c0 + cpd00858_c0	True	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	2.6.1.13	R00667	META:ORNITHINE-GLU-AMINOTRANSFERASE-RXN				no_support		balanced	
rxn00468_c0	L-ornithine:2-oxoglutarate aminotransferase	cpd00024_c0 + cpd00064_c0 --> cpd00001_c0 + cpd00023_c0 + cpd00067_c0 + cpd02651_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	2.6.1.13	R00668	rxn00468				no_support		balanced	
rxn00469_c0	N2-Acetyl-L-ornithine amidohydrolase	cpd00001_c0 + cpd00342_c0 <=> cpd00029_c0 + cpd00064_c0	True	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	3.5.1.16	R00669	META:ACETYLORNDEACET-RXN				no_support		balanced	
rxn00470_c0	L-ornithine carboxy-lyase (putrescine-forming)	cpd00064_c0 + cpd00067_c0 --> cpd00011_c0 + cpd00118_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_651344_652501	contig_1_651344_652501	contig_1_651344_652501	contig_locus_assignment	4.1.1.17	R00670	META:ORNDECARBOX-RXN				no_support		balanced	
rxn00472_c0	ornithine racemase	cpd00064_c0 <=> cpd00404_c0	True	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_882560_883630	contig_1_882560_883630	contig_1_882560_883630	contig_locus_assignment	5.1.1.10; 5.1.1.1	R00672	META:ORNITHINE-RACEMASE-RXN				no_support		balanced	
rxn00474_c0	L-serine hydro-lyase (adding indole; L-tryptophan-forming)	cpd00054_c0 + cpd00359_c0 --> cpd00001_c0 + cpd00065_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1837025_1836234 and contig_1_1838263_1837082	contig_1_1837025_1836234	contig_1_1837025_1836234	contig_locus_assignment	4.2.1.20	R00674	META:RXN0-2382				no_support		balanced	
rxn00483_c0	L-Tryptophan:2-oxoglutarate aminotransferase	cpd00024_c0 + cpd00065_c0 <=> cpd00023_c0 + cpd00278_c0	True	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2588718_2589905 or contig_1_2684744_2685931	contig_1_2588718_2589905	contig_1_2588718_2589905	contig_locus_assignment	2.6.1.1; 2.6.1.57; 2.6.1.27	R00684	META:TRYPTOPHAN-AMINOTRANSFERASE-RXN				no_support		balanced	
rxn00490_c0	L-arogenate hydro-lyase (decarboxylating; L-phenylalanine-forming)	cpd00067_c0 + cpd00616_c0 --> cpd00001_c0 + cpd00011_c0 + cpd00066_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	4.2.1.51	R00691	META:CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN				no_support		balanced	
rxn00493_c0	L-Phenylalanine:2-oxoglutarate aminotransferase	cpd00024_c0 + cpd00066_c0 --> cpd00023_c0 + cpd00143_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2588718_2589905 or contig_1_2684744_2685931	contig_1_2588718_2589905	contig_1_2588718_2589905	contig_locus_assignment	2.6.1.1; 2.6.1.57; 2.6.1.27		rxn00493				no_support		balanced	
rxn00495_c0	L-phenylalanine ammonia-lyase (trans-cinnamate-forming)	cpd00066_c0 --> cpd00013_c0 + cpd00333_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_424301_422772	contig_1_424301_422772	contig_1_424301_422772	contig_locus_assignment	4.3.1.25; 4.3.1.24	R00697	META:PHENYLALANINE-AMMONIA-LYASE-RXN				no_support		balanced	
rxn00503_c0	(S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase	2.0 cpd00001_c0 + cpd00003_c0 + cpd02431_c0 --> cpd00004_c0 + cpd00023_c0 + cpd00067_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1050388_1048913 or contig_1_339385_337880	contig_1_1050388_1048913	contig_1_1050388_1048913	contig_locus_assignment	1.2.1.88; 1.5.1.12	R00707	META:PYRROLINECARBDEHYDROG-RXN				no_support		balanced	
rxn00504_c0	(S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase	2.0 cpd00001_c0 + cpd00006_c0 + cpd02431_c0 --> cpd00005_c0 + cpd00023_c0 + cpd00067_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1050388_1048913 or contig_1_339385_337880	contig_1_1050388_1048913	contig_1_1050388_1048913	contig_locus_assignment	1.2.1.88; 1.5.1.12	R00708	rxn00504				no_support		balanced	
rxn00506_c0	Acetaldehyde:NAD+ oxidoreductase	cpd00001_c0 + cpd00003_c0 + cpd00071_c0 --> cpd00004_c0 + cpd00029_c0 + 2.0 cpd00067_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1304350_1305843 or contig_1_339385_337880 or contig_1_3685125_3683692 or contig_1_3991368_3992765	contig_1_1304350_1305843	contig_1_1304350_1305843	contig_locus_assignment	1.2.1.5	R00710	META:RXN66-3				no_support		balanced	
rxn00507_c0	Acetaldehyde:NADP+ oxidoreductase	cpd00001_c0 + cpd00006_c0 + cpd00071_c0 --> cpd00005_c0 + cpd00029_c0 + 2.0 cpd00067_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1304350_1305843 or contig_1_339385_337880 or contig_1_3685110_3683686	contig_1_1304350_1305843	contig_1_1304350_1305843	contig_locus_assignment	1.2.1.4	R00711	META:RXN0-3962				no_support		balanced	
rxn00510_c0	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)	cpd00001_c0 + cpd00003_c0 + cpd00351_c0 <=> cpd00004_c0 + cpd00024_c0 + cpd00039_c0 + cpd00067_c0	True	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2552564_2551455	contig_1_2552564_2551455	contig_1_2552564_2551455	contig_locus_assignment	1.5.1.7	R00715	META:1.5.1.7-RXN				no_support		balanced	
rxn00513_c0	ITP phosphohydrolase	cpd00001_c0 + cpd00068_c0 --> cpd00009_c0 + cpd00067_c0 + cpd00090_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	3.6.1.15	R00719	META:RXN0-5073				no_support		balanced	
rxn00514_c0	Inosine 5'-triphosphate pyrophosphohydrolase	cpd00001_c0 + cpd00068_c0 --> cpd00012_c0 + 2.0 cpd00067_c0 + cpd00114_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_533568_533113	contig_1_533568_533113	contig_1_533568_533113	contig_locus_assignment	3.6.1.23; 3.6.1.9; 3.6.1.19	R00720	META:RXN0-6382				no_support		balanced	
rxn00515_c0	ATP:IDP phosphotransferase	cpd00002_c0 + cpd00090_c0 --> cpd00008_c0 + cpd00068_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2348036_2348464	contig_1_2348036_2348464	contig_1_2348036_2348464	contig_locus_assignment	2.7.4.6	R00722	META:RXN-14120				no_support		balanced	
rxn00518_c0	ITP:D-glucose 6-phosphotransferase	cpd00027_c0 + cpd00068_c0 --> cpd00067_c0 + cpd00079_c0 + cpd00090_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	2.7.1.1; 2.7.1.2	R00725	rxn00518				no_support		balanced	
rxn00527_c0	L-tyrosine:2-oxoglutarate aminotransferase	cpd00024_c0 + cpd00069_c0 --> cpd00023_c0 + cpd00868_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2588718_2589905 or contig_1_2684744_2685931	contig_1_2588718_2589905	contig_1_2588718_2589905	contig_locus_assignment	2.6.1.1; 2.6.1.57; 2.6.1.27	R00734	META:TYROSINE-AMINOTRANSFERASE-RXN				no_support		balanced	
rxn00529_c0	L-tyrosine carboxy-lyase (tyramine-forming)	cpd00067_c0 + cpd00069_c0 --> cpd00011_c0 + cpd00374_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	4.1.1.25	R00736	META:TYROSINE-DECARBOXYLASE-RXN				no_support		balanced	
rxn00530_c0	L-tyrosine ammonia-lyase (trans-p-hydroxycinnamate-forming)	cpd00069_c0 --> cpd00013_c0 + cpd00604_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_424301_422772	contig_1_424301_422772	contig_1_424301_422772	contig_locus_assignment	4.3.1.25; 4.3.1.24	R00737	META:RXN-9697				no_support		balanced	
rxn00532_c0	3-oxopropanoate:NADP+ oxidoreductase (CoA-malonylating)	cpd00006_c0 + cpd00010_c0 + cpd00191_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00070_c0	True	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1302676_1301234 or contig_1_3287634_3286168	contig_1_1302676_1301234	contig_1_1302676_1301234	contig_locus_assignment	1.2.1.18	R00740	META:RXN-8963				no_support		balanced	
rxn00536_c0	Ethanol:NADP+ oxidoreductase	cpd00006_c0 + cpd00363_c0 --> cpd00005_c0 + cpd00067_c0 + cpd00071_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_351221_350070	contig_1_351221_350070	contig_1_351221_350070	contig_locus_assignment	1.1.1.2	R00746	META:RXN-12484				no_support		balanced	
rxn00537_c0	2-Phosphonoacetaldehyde phosphonohydrolase	cpd00001_c0 + cpd02024_c0 --> cpd00009_c0 + cpd00067_c0 + cpd00071_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	3.11.1.1	R00747	META:PHOSPHONOACETALDEHYDE-HYDROLASE-RXN				no_support		balanced	
rxn00543_c0	ethanol:NAD+ oxidoreductase	cpd00003_c0 + cpd00363_c0 --> cpd00004_c0 + cpd00067_c0 + cpd00071_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2320072_2321178 or contig_1_2888446_2891013	contig_1_2320072_2321178	contig_1_2320072_2321178	contig_locus_assignment	1.1.1.1	R00754	META:ALCOHOL-DEHYDROG-RXN				no_support		balanced	
rxn00545_c0	ATP:D-fructose-6-phosphate 1-phosphotransferase	cpd00002_c0 + cpd00072_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00290_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	2.7.1.11	R00756	rxn00545				no_support		balanced	
rxn00547_c0	ATP:D-fructose 6-phosphotransferase	cpd00002_c0 + cpd00082_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00072_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	2.7.1.4	R00760	rxn00547				no_support		balanced	
rxn00549_c0	D-Fructose-1,6-bisphosphate 1-phosphohydrolase	cpd00001_c0 + cpd00290_c0 --> cpd00009_c0 + cpd00072_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_810619_809633	contig_1_810619_809633	contig_1_810619_809633	contig_locus_assignment	3.1.3.11	R00762	rxn00549				no_support		balanced	
rxn00554_c0	CTP:D-fructose-6-phosphate 1-phosphotransferase	cpd00052_c0 + cpd00072_c0 --> cpd00067_c0 + cpd00096_c0 + cpd00290_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	2.7.1.11	R00767	rxn00554				no_support		balanced	
rxn00555_c0	L-glutamine:D-fructose-6-phosphate isomerase (deaminating)	cpd00053_c0 + cpd00072_c0 --> cpd00023_c0 + cpd00288_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_5018060_5016234	contig_1_5018060_5016234	contig_1_5018060_5016234	contig_locus_assignment	2.6.1.16; 5.3.1.19	R00768	rxn00555				no_support		balanced	
rxn00556_c0	UTP:D-fructose-6-phosphate 1-phosphotransferase	cpd00062_c0 + cpd00072_c0 --> cpd00014_c0 + cpd00067_c0 + cpd00290_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	2.7.1.11	R00769	rxn00556				no_support		balanced	
rxn00557_c0	ITP:D-fructose-6-phosphate 1-phosphotransferase	cpd00068_c0 + cpd00072_c0 --> cpd00067_c0 + cpd00090_c0 + cpd00290_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	2.7.1.11	R00770	rxn00557				no_support		balanced	
rxn00558_c0	D-glucose-6-phosphate aldose-ketose-isomerase	cpd00079_c0 <-- cpd00072_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_1250255_1248621	contig_1_1250255_1248621	contig_1_1250255_1248621	contig_locus_assignment	5.3.1.9	R00771	rxn00558				no_support		balanced	
rxn00560_c0	Urea:carbon-dioxide ligase (ADP-forming)	cpd00002_c0 + cpd00073_c0 + cpd00242_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00742_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_3067928_3069946 or contig_1_4227229_4225868	contig_1_3067928_3069946	contig_1_3067928_3069946	contig_locus_assignment	6.3.4.6; 3.5.1.45	R00774	rxn00560				no_support		balanced	
rxn00565_c0	Sulfur:oxygen oxidoreductase	cpd00001_c0 + cpd00007_c0 + cpd00074_c0 --> cpd00067_c0 + cpd00081_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	1.13.11.18		rxn00565				no_support		balanced	
rxn00571_c0	nitrite:NAD+ oxidoreductase	cpd00001_c0 + cpd00003_c0 + cpd00075_c0 <-- cpd00004_c0 + cpd00067_c0 + cpd00209_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	(contig_1_2268049_2270541 or contig_1_4063955_4065997 or contig_1_4215252_4217729) and contig_1_2306544_2307521	contig_1_2268049_2270541	contig_1_2268049_2270541	contig_locus_assignment	1.7.1.1; 1.6.6.1	R00794	META:NITRATE-REDUCTASE-NADH-RXN				no_support		balanced	
rxn00573_c0	Nitroethane:oxygen oxidoreductase	cpd00025_c0 + cpd00067_c0 + cpd00071_c0 + cpd00075_c0 <=> cpd00001_c0 + cpd00007_c0 + cpd01263_c0	True	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	1.7.3.1	R00799	META:NITROETHANE-OXIDASE-RXN				no_support		balanced	
rxn00575_c0	sucrose glucohydrolase	cpd00001_c0 + cpd00076_c0 --> cpd00027_c0 + cpd00082_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2909034_2907439	contig_1_2909034_2907439	contig_1_2909034_2907439	contig_locus_assignment	3.2.1.20	R00801; R06087	rxn00575				no_support		balanced	
rxn00577_c0	sucrose:phosphate alpha-D-glucosyltransferase	cpd00009_c0 + cpd00076_c0 --> cpd00082_c0 + cpd00089_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_118670_117255	contig_1_118670_117255	contig_1_118670_117255	contig_locus_assignment	2.4.1.7	R00803; R06034	rxn00577				no_support		balanced	
rxn00599_c0	succinyl-CoA:glycine C-succinyltransferase (decarboxylating)	cpd00033_c0 + cpd00067_c0 + cpd00078_c0 --> cpd00010_c0 + cpd00011_c0 + cpd00338_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	2.3.1.37	R00830	META:5-AMINOLEVULINIC-ACID-SYNTHASE-RXN				no_support		balanced	
rxn00600_c0	Succinyl-CoA:glycine C-succinyl-transferase(decarboxylating)	cpd00033_c0 + cpd00078_c0 <-- cpd00010_c0 + cpd03283_c0	False	c0	generic_metabolism	ORPHAN_REACTION		ORPHAN	ORPHAN	ORPHAN	2.3.1.37		rxn00600				no_support		balanced	
rxn00601_c0	succinyl-CoA:L-arginine N2-succinyltransferase	cpd00051_c0 + cpd00078_c0 --> cpd00010_c0 + cpd00067_c0 + cpd02103_c0	False	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_4393849_4392833	contig_1_4393849_4392833	contig_1_4393849_4392833	contig_locus_assignment	2.3.1.109	R00832	META:ARGININE-N-SUCCINYLTRANSFERASE-RXN				no_support		balanced	
rxn00604_c0	D-glucose-6-phosphate:NADP+ 1-oxidoreductase	cpd00006_c0 + cpd00079_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00911_c0	True	c0	generic_metabolism	KNOWN_LC6_GENE	contig_1_2778264_2776846	contig_1_2778264_2776846	contig_1_2778264_2776846	contig_locus_assignment	1.1.1.49	R00835	META:GLU6PDEHYDROG-RXN				no_support		balanced	
